[2024-07-24 14:52:13,412] 177 - results_logger - INFO - Estudio: Regresión simple LinearRegression - Original v1.0 | Modelo: LinearRegression | RMSE: 34731.85394866157 | MSE: 1214924409.8655334 | MAE: 22691.766075745974 | R2: 0.8079566848034692 | Hiperparams: {'copy_X': True, 'fit_intercept': True, 'n_jobs': -1, 'positive': False} | Tiempo de ejecución: 1.834998369216919
[2024-07-24 14:52:13,412] 177 - results_logger - INFO - Estudio: Regresión simple LinearRegression - Original - Train v1.0 | Modelo: LinearRegression | RMSE: 32102.283621854946 | MSE: 1030962712.7613971 | MAE: 22003.098613831342 | R2: 0.8369298522228912 | Hiperparams: {'copy_X': True, 'fit_intercept': True, 'n_jobs': -1, 'positive': False} | Tiempo de ejecución: 1.834998369216919
[2024-07-24 14:52:15,519] 177 - results_logger - INFO - Estudio: Regresión simple Ridge - Original v1.0 | Modelo: Ridge | RMSE: 34677.17437197509 | MSE: 1212207867.4467661 | MAE: 22654.87694146007 | R2: 0.8086275709921645 | Hiperparams: {'alpha': 1.0, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': 42, 'solver': 'auto', 'tol': 0.0001} | Tiempo de ejecución: 0.7544217109680176
[2024-07-24 14:52:15,520] 177 - results_logger - INFO - Estudio: Regresión simple Ridge - Original - Train v1.0 | Modelo: Ridge | RMSE: 32156.727221298323 | MSE: 1034458898.8434887 | MAE: 22030.828110401362 | R2: 0.8363774063086649 | Hiperparams: {'alpha': 1.0, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': 42, 'solver': 'auto', 'tol': 0.0001} | Tiempo de ejecución: 0.7544217109680176
[2024-07-24 14:52:16,862] 177 - results_logger - INFO - Estudio: Regresión simple Lasso - Original v1.0 | Modelo: Lasso | RMSE: 34730.75526832854 | MSE: 1214916140.951546 | MAE: 22692.164972499806 | R2: 0.8079741870397454 | Hiperparams: {'alpha': 1.0, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': 42, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False} | Tiempo de ejecución: 0.027512788772583008
[2024-07-24 14:52:16,862] 177 - results_logger - INFO - Estudio: Regresión simple Lasso - Original - Train v1.0 | Modelo: Lasso | RMSE: 32102.403421311843 | MSE: 1030970398.4429547 | MAE: 22003.29244404545 | R2: 0.836928635937341 | Hiperparams: {'alpha': 1.0, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': 42, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False} | Tiempo de ejecución: 0.027512788772583008
[2024-07-24 14:52:17,424] 177 - results_logger - INFO - Estudio: Regresión simple ElasticNet - Original v1.0 | Modelo: ElasticNet | RMSE: 35073.391575756854 | MSE: 1242871993.3500667 | MAE: 22770.650510624924 | R2: 0.804046506488844 | Hiperparams: {'alpha': 1.0, 'copy_X': True, 'fit_intercept': True, 'l1_ratio': 0.5, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': 42, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False} | Tiempo de ejecución: 0.0326838493347168
[2024-07-24 14:52:17,424] 177 - results_logger - INFO - Estudio: Regresión simple ElasticNet - Original - Train v1.0 | Modelo: ElasticNet | RMSE: 32746.893905901135 | MSE: 1072805885.0756848 | MAE: 22305.040700403333 | R2: 0.8303172291035587 | Hiperparams: {'alpha': 1.0, 'copy_X': True, 'fit_intercept': True, 'l1_ratio': 0.5, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': 42, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False} | Tiempo de ejecución: 0.0326838493347168
[2024-07-24 14:52:18,860] 177 - results_logger - INFO - Estudio: Regresión simple RandomForestRegressor - Original v1.0 | Modelo: RandomForestRegressor | RMSE: 33525.85577787133 | MSE: 1138284623.6096373 | MAE: 20635.35713991223 | R2: 0.8192894767999921 | Hiperparams: {'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False} | Tiempo de ejecución: 0.8768177032470703
[2024-07-24 14:52:18,860] 177 - results_logger - INFO - Estudio: Regresión simple RandomForestRegressor - Original - Train v1.0 | Modelo: RandomForestRegressor | RMSE: 12717.433438853845 | MSE: 161822002.7831591 | MAE: 7776.630686093716 | R2: 0.9743901120970548 | Hiperparams: {'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False} | Tiempo de ejecución: 0.8768177032470703
[2024-07-24 14:52:20,570] 177 - results_logger - INFO - Estudio: Regresión simple HistGradientBoostingRegressor - Original v1.0 | Modelo: HistGradientBoostingRegressor | RMSE: 32374.41726559396 | MSE: 1066820311.2007396 | MAE: 20317.129823556035 | R2: 0.8325160199930559 | Hiperparams: {'categorical_features': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'squared_error', 'max_bins': 255, 'max_depth': None, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': None, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False} | Tiempo de ejecución: 0.32049059867858887
